127.0.0.1 - - [19/Jul/2025:09:05:35 +0530] "GET / HTTP/1.1" 404 752
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/ HTTP/1.1" 200 9318
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/css/changes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:05:37 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:06 +0530] "GET /shopping-cart/index.jsp HTTP/1.1" 200 9318
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:06 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:06 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:06 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:06 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:15 +0530] "GET /shopping-cart/index.jsp?type=tablet HTTP/1.1" 200 6756
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:06:16 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/ HTTP/1.1" 200 9318
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/css/changes.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:45 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:48 +0530] "GET /favicon.ico HTTP/1.1" 404 763
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:07:59 +0530] "GET /shopping-cart/login.jsp HTTP/1.1" 200 6921
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:01 +0530] "GET /shopping-cart/register.jsp HTTP/1.1" 200 7767
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:05 +0530] "GET /shopping-cart/index.jsp HTTP/1.1" 200 9318
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:05 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:05 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:05 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:05 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:13 +0530] "GET /shopping-cart/index.jsp HTTP/1.1" 200 9318
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:13 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:13 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:13 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:13 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:22 +0530] "GET /shopping-cart/index.jsp?search=laptop HTTP/1.1" 200 6781
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:22 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:26 +0530] "GET /shopping-cart/login.jsp HTTP/1.1" 200 6921
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:35 +0530] "POST /shopping-cart/LoginSrv HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:35 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:35 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:35 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:35 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:42 +0530] "GET /shopping-cart/shippedItems.jsp HTTP/1.1" 200 6924
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:42 +0530] "GET /shopping-cart/shippedItems.jsp HTTP/1.1" 200 6924
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:08:44 +0530] "GET /shopping-cart/unshippedItems.jsp HTTP/1.1" 200 7305
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:02 +0530] "GET /shopping-cart/ShipmentServlet?orderid=T20250718055509&amount=27999.0&userid=rutu@gmail.com&prodid=P20230423084147 HTTP/1.1" 200 7186
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:17 +0530] "GET /shopping-cart/addProduct.jsp HTTP/1.1" 200 8721
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:48 +0530] "GET /shopping-cart/adminStock.jsp HTTP/1.1" 200 9951
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:48 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:48 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084156 HTTP/1.1" 200 1930
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:48 +0530] "GET /shopping-cart/ShowImage?pid=P20250717114514 HTTP/1.1" 200 3486
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:48 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084162 HTTP/1.1" 200 7736
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:52 +0530] "GET /shopping-cart/shippedItems.jsp HTTP/1.1" 200 7083
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:09:55 +0530] "GET /shopping-cart/unshippedItems.jsp HTTP/1.1" 200 7040
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:11 +0530] "GET /shopping-cart/adminViewProduct.jsp HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [19/Jul/2025:09:10:11 +0530] "GET /shopping-cart/ShowImage?pid=P20230423084147 HTTP/1.1" 200 8000
